name	display_name	description
lbergylta_homolog_chromosome	Ballan wrasse chromosome/scaffold name	
lbergylta_homolog_chrom_start	Ballan wrasse chromosome/scaffold start (bp)	
lbergylta_homolog_chrom_end	Ballan wrasse chromosome/scaffold end (bp)	
lbergylta_homolog_canonical_transcript_protein	Query protein or transcript ID	
lbergylta_homolog_subtype	Last common ancestor with Ballan wrasse	
lbergylta_homolog_orthology_type	Ballan wrasse homology type	
lbergylta_homolog_perc_id	%id. target Ballan wrasse gene identical to query gene	
lbergylta_homolog_perc_id_r1	%id. query gene identical to target Ballan wrasse gene	
lbergylta_homolog_goc_score	Ballan wrasse Gene-order conservation score	
lbergylta_homolog_wga_coverage	Ballan wrasse Whole-genome alignment coverage	
lbergylta_homolog_orthology_confidence	Ballan wrasse orthology confidence [0 low, 1 high]	
lcalcarifer_homolog_ensembl_gene	Barramundi perch gene stable ID	
lcalcarifer_homolog_associated_gene_name	Barramundi perch gene name	
lcalcarifer_homolog_ensembl_peptide	Barramundi perch protein or transcript stable ID	
lcalcarifer_homolog_chromosome	Barramundi perch chromosome/scaffold name	
lcalcarifer_homolog_chrom_start	Barramundi perch chromosome/scaffold start (bp)	
lcalcarifer_homolog_chrom_end	Barramundi perch chromosome/scaffold end (bp)	
lcalcarifer_homolog_canonical_transcript_protein	Query protein or transcript ID	
lcalcarifer_homolog_subtype	Last common ancestor with Barramundi perch	
lcalcarifer_homolog_orthology_type	Barramundi perch homology type	
lcalcarifer_homolog_perc_id	%id. target Barramundi perch gene identical to query gene	
lcalcarifer_homolog_perc_id_r1	%id. query gene identical to target Barramundi perch gene	
lcalcarifer_homolog_goc_score	Barramundi perch Gene-order conservation score	
lcalcarifer_homolog_wga_coverage	Barramundi perch Whole-genome alignment coverage	
lcalcarifer_homolog_orthology_confidence	Barramundi perch orthology confidence [0 low, 1 high]	
dleucas_homolog_ensembl_gene	Beluga whale gene stable ID	
dleucas_homolog_associated_gene_name	Beluga whale gene name	
dleucas_homolog_ensembl_peptide	Beluga whale protein or transcript stable ID	
dleucas_homolog_chromosome	Beluga whale chromosome/scaffold name	
dleucas_homolog_chrom_start	Beluga whale chromosome/scaffold start (bp)	
dleucas_homolog_chrom_end	Beluga whale chromosome/scaffold end (bp)	
dleucas_homolog_canonical_transcript_protein	Query protein or transcript ID	
dleucas_homolog_subtype	Last common ancestor with Beluga whale	
dleucas_homolog_orthology_type	Beluga whale homology type	
dleucas_homolog_perc_id	%id. target Beluga whale gene identical to query gene	
dleucas_homolog_perc_id_r1	%id. query gene identical to target Beluga whale gene	
dleucas_homolog_goc_score	Beluga whale Gene-order conservation score	
dleucas_homolog_wga_coverage	Beluga whale Whole-genome alignment coverage	
dleucas_homolog_orthology_confidence	Beluga whale orthology confidence [0 low, 1 high]	
spartitus_homolog_ensembl_gene	Bicolor damselfish gene stable ID	
spartitus_homolog_associated_gene_name	Bicolor damselfish gene name	
spartitus_homolog_ensembl_peptide	Bicolor damselfish protein or transcript stable ID	
spartitus_homolog_chromosome	Bicolor damselfish chromosome/scaffold name	
spartitus_homolog_chrom_start	Bicolor damselfish chromosome/scaffold start (bp)	
spartitus_homolog_chrom_end	Bicolor damselfish chromosome/scaffold end (bp)	
spartitus_homolog_canonical_transcript_protein	Query protein or transcript ID	
spartitus_homolog_subtype	Last common ancestor with Bicolor damselfish	
spartitus_homolog_orthology_type	Bicolor damselfish homology type	
spartitus_homolog_perc_id	%id. target Bicolor damselfish gene identical to query gene	
spartitus_homolog_perc_id_r1	%id. query gene identical to target Bicolor damselfish gene	
spartitus_homolog_goc_score	Bicolor damselfish Gene-order conservation score	
spartitus_homolog_wga_coverage	Bicolor damselfish Whole-genome alignment coverage	
spartitus_homolog_orthology_confidence	Bicolor damselfish orthology confidence [0 low, 1 high]	
rbieti_homolog_ensembl_gene	Black snub-nosed monkey gene stable ID	
rbieti_homolog_associated_gene_name	Black snub-nosed monkey gene name	
rbieti_homolog_ensembl_peptide	Black snub-nosed monkey protein or transcript stable ID	
rbieti_homolog_chromosome	Black snub-nosed monkey chromosome/scaffold name	
rbieti_homolog_chrom_start	Black snub-nosed monkey chromosome/scaffold start (bp)	
rbieti_homolog_chrom_end	Black snub-nosed monkey chromosome/scaffold end (bp)	
rbieti_homolog_canonical_transcript_protein	Query protein or transcript ID	
rbieti_homolog_subtype	Last common ancestor with Black snub-nosed monkey	
rbieti_homolog_orthology_type	Black snub-nosed monkey homology type	
rbieti_homolog_perc_id	%id. target Black snub-nosed monkey gene identical to query gene	
rbieti_homolog_perc_id_r1	%id. query gene identical to target Black snub-nosed monkey gene	
rbieti_homolog_goc_score	Black snub-nosed monkey Gene-order conservation score	
rbieti_homolog_wga_coverage	Black snub-nosed monkey Whole-genome alignment coverage	
rbieti_homolog_orthology_confidence	Black snub-nosed monkey orthology confidence [0 low, 1 high]	
bmusculus_homolog_ensembl_gene	Blue whale gene stable ID	
bmusculus_homolog_associated_gene_name	Blue whale gene name	
bmusculus_homolog_ensembl_peptide	Blue whale protein or transcript stable ID	
bmusculus_homolog_chromosome	Blue whale chromosome/scaffold name	
bmusculus_homolog_chrom_start	Blue whale chromosome/scaffold start (bp)	
bmusculus_homolog_chrom_end	Blue whale chromosome/scaffold end (bp)	
bmusculus_homolog_canonical_transcript_protein	Query protein or transcript ID	
bmusculus_homolog_subtype	Last common ancestor with Blue whale	
bmusculus_homolog_orthology_type	Blue whale homology type	
bmusculus_homolog_perc_id	%id. target Blue whale gene identical to query gene	
bmusculus_homolog_perc_id_r1	%id. query gene identical to target Blue whale gene	
bmusculus_homolog_goc_score	Blue whale Gene-order conservation score	
bmusculus_homolog_wga_coverage	Blue whale Whole-genome alignment coverage	
bmusculus_homolog_orthology_confidence	Blue whale orthology confidence [0 low, 1 high]	
llaticaudata_homolog_ensembl_gene	Blue-ringed sea krait gene stable ID	
llaticaudata_homolog_associated_gene_name	Blue-ringed sea krait gene name	
llaticaudata_homolog_ensembl_peptide	Blue-ringed sea krait protein or transcript stable ID	
llaticaudata_homolog_chromosome	Blue-ringed sea krait chromosome/scaffold name	
llaticaudata_homolog_chrom_start	Blue-ringed sea krait chromosome/scaffold start (bp)	
llaticaudata_homolog_chrom_end	Blue-ringed sea krait chromosome/scaffold end (bp)	
llaticaudata_homolog_canonical_transcript_protein	Query protein or transcript ID	
llaticaudata_homolog_subtype	Last common ancestor with Blue-ringed sea krait	
llaticaudata_homolog_orthology_type	Blue-ringed sea krait homology type	
llaticaudata_homolog_perc_id	%id. target Blue-ringed sea krait gene identical to query gene	
llaticaudata_homolog_perc_id_r1	%id. query gene identical to target Blue-ringed sea krait gene	
llaticaudata_homolog_goc_score	Blue-ringed sea krait Gene-order conservation score	
llaticaudata_homolog_wga_coverage	Blue-ringed sea krait Whole-genome alignment coverage	
llaticaudata_homolog_orthology_confidence	Blue-ringed sea krait orthology confidence [0 low, 1 high]	
sbboliviensis_homolog_ensembl_gene	Bolivian squirrel monkey gene stable ID	
sbboliviensis_homolog_associated_gene_name	Bolivian squirrel monkey gene name	
sbboliviensis_homolog_ensembl_peptide	Bolivian squirrel monkey protein or transcript stable ID	
sbboliviensis_homolog_chromosome	Bolivian squirrel monkey chromosome/scaffold name	
sbboliviensis_homolog_chrom_start	Bolivian squirrel monkey chromosome/scaffold start (bp)	
sbboliviensis_homolog_chrom_end	Bolivian squirrel monkey chromosome/scaffold end (bp)	
sbboliviensis_homolog_canonical_transcript_protein	Query protein or transcript ID	
sbboliviensis_homolog_subtype	Last common ancestor with Bolivian squirrel monkey	
sbboliviensis_homolog_orthology_type	Bolivian squirrel monkey homology type	
sbboliviensis_homolog_perc_id	%id. target Bolivian squirrel monkey gene identical to query gene	
sbboliviensis_homolog_perc_id_r1	%id. query gene identical to target Bolivian squirrel monkey gene	
sbboliviensis_homolog_goc_score	Bolivian squirrel monkey Gene-order conservation score	
sbboliviensis_homolog_wga_coverage	Bolivian squirrel monkey Whole-genome alignment coverage	
sbboliviensis_homolog_orthology_confidence	Bolivian squirrel monkey orthology confidence [0 low, 1 high]	
ppaniscus_homolog_ensembl_gene	Bonobo gene stable ID	
ppaniscus_homolog_associated_gene_name	Bonobo gene name	
ppaniscus_homolog_ensembl_peptide	Bonobo protein or transcript stable ID	
ppaniscus_homolog_chromosome	Bonobo chromosome/scaffold name	
ppaniscus_homolog_chrom_start	Bonobo chromosome/scaffold start (bp)	
ppaniscus_homolog_chrom_end	Bonobo chromosome/scaffold end (bp)	
ppaniscus_homolog_canonical_transcript_protein	Query protein or transcript ID	
ppaniscus_homolog_subtype	Last common ancestor with Bonobo	
ppaniscus_homolog_orthology_type	Bonobo homology type	
ppaniscus_homolog_perc_id	%id. target Bonobo gene identical to query gene	
ppaniscus_homolog_perc_id_r1	%id. query gene identical to target Bonobo gene	
ppaniscus_homolog_goc_score	Bonobo Gene-order conservation score	
ppaniscus_homolog_wga_coverage	Bonobo Whole-genome alignment coverage	
ppaniscus_homolog_orthology_confidence	Bonobo orthology confidence [0 low, 1 high]	
strutta_homolog_ensembl_gene	Brown trout gene stable ID	
strutta_homolog_associated_gene_name	Brown trout gene name	
strutta_homolog_ensembl_peptide	Brown trout protein or transcript stable ID	
strutta_homolog_chromosome	Brown trout chromosome/scaffold name	
strutta_homolog_chrom_start	Brown trout chromosome/scaffold start (bp)	
strutta_homolog_chrom_end	Brown trout chromosome/scaffold end (bp)	
strutta_homolog_canonical_transcript_protein	Query protein or transcript ID	
strutta_homolog_subtype	Last common ancestor with Brown trout	
strutta_homolog_orthology_type	Brown trout homology type	
strutta_homolog_perc_id	%id. target Brown trout gene identical to query gene	
strutta_homolog_perc_id_r1	%id. query gene identical to target Brown trout gene	
strutta_homolog_goc_score	Brown trout Gene-order conservation score	
strutta_homolog_wga_coverage	Brown trout Whole-genome alignment coverage	
strutta_homolog_orthology_confidence	Brown trout orthology confidence [0 low, 1 high]	
hburtoni_homolog_ensembl_gene	Burton's mouthbrooder gene stable ID	
hburtoni_homolog_associated_gene_name	Burton's mouthbrooder gene name	
hburtoni_homolog_ensembl_peptide	Burton's mouthbrooder protein or transcript stable ID	
hburtoni_homolog_chromosome	Burton's mouthbrooder chromosome/scaffold name	
hburtoni_homolog_chrom_start	Burton's mouthbrooder chromosome/scaffold start (bp)	
hburtoni_homolog_chrom_end	Burton's mouthbrooder chromosome/scaffold end (bp)	
hburtoni_homolog_canonical_transcript_protein	Query protein or transcript ID	
hburtoni_homolog_subtype	Last common ancestor with Burton's mouthbrooder	
hburtoni_homolog_orthology_type	Burton's mouthbrooder homology type	
hburtoni_homolog_perc_id	%id. target Burton's mouthbrooder gene identical to query gene	
hburtoni_homolog_perc_id_r1	%id. query gene identical to target Burton's mouthbrooder gene	
hburtoni_homolog_goc_score	Burton's mouthbrooder Gene-order conservation score	
hburtoni_homolog_wga_coverage	Burton's mouthbrooder Whole-genome alignment coverage	
hburtoni_homolog_orthology_confidence	Burton's mouthbrooder orthology confidence [0 low, 1 high]	
ogarnettii_homolog_ensembl_gene	Bushbaby gene stable ID	
ogarnettii_homolog_associated_gene_name	Bushbaby gene name	
ogarnettii_homolog_ensembl_peptide	Bushbaby protein or transcript stable ID	
ogarnettii_homolog_chromosome	Bushbaby chromosome/scaffold name	
ogarnettii_homolog_chrom_start	Bushbaby chromosome/scaffold start (bp)	
ogarnettii_homolog_chrom_end	Bushbaby chromosome/scaffold end (bp)	
ogarnettii_homolog_canonical_transcript_protein	Query protein or transcript ID	
ogarnettii_homolog_subtype	Last common ancestor with Bushbaby	
ogarnettii_homolog_orthology_type	Bushbaby homology type	
ogarnettii_homolog_perc_id	%id. target Bushbaby gene identical to query gene	
ogarnettii_homolog_perc_id_r1	%id. query gene identical to target Bushbaby gene	
ogarnettii_homolog_goc_score	Bushbaby Gene-order conservation score	
ogarnettii_homolog_wga_coverage	Bushbaby Whole-genome alignment coverage	
ogarnettii_homolog_orthology_confidence	Bushbaby orthology confidence [0 low, 1 high]	
cintestinalis_homolog_ensembl_gene	C.intestinalis gene stable ID	
cintestinalis_homolog_associated_gene_name	C.intestinalis gene name	
cintestinalis_homolog_ensembl_peptide	C.intestinalis protein or transcript stable ID	
cintestinalis_homolog_chromosome	C.intestinalis chromosome/scaffold name	
cintestinalis_homolog_chrom_start	C.intestinalis chromosome/scaffold start (bp)	
cintestinalis_homolog_chrom_end	C.intestinalis chromosome/scaffold end (bp)	
cintestinalis_homolog_canonical_transcript_protein	Query protein or transcript ID	
cintestinalis_homolog_subtype	Last common ancestor with C.intestinalis	
cintestinalis_homolog_orthology_type	C.intestinalis homology type	
cintestinalis_homolog_perc_id	%id. target C.intestinalis gene identical to query gene	
cintestinalis_homolog_perc_id_r1	%id. query gene identical to target C.intestinalis gene	
cintestinalis_homolog_wga_coverage	C.intestinalis Whole-genome alignment coverage	
cintestinalis_homolog_orthology_confidence	C.intestinalis orthology confidence [0 low, 1 high]	
csavignyi_homolog_ensembl_gene	C.savignyi gene stable ID	
csavignyi_homolog_associated_gene_name	C.savignyi gene name	
csavignyi_homolog_ensembl_peptide	C.savignyi protein or transcript stable ID	
csavignyi_homolog_chromosome	C.savignyi chromosome/scaffold name	
csavignyi_homolog_chrom_start	C.savignyi chromosome/scaffold start (bp)	
csavignyi_homolog_chrom_end	C.savignyi chromosome/scaffold end (bp)	
csavignyi_homolog_canonical_transcript_protein	Query protein or transcript ID	
csavignyi_homolog_subtype	Last common ancestor with C.savignyi	
csavignyi_homolog_orthology_type	C.savignyi homology type	
csavignyi_homolog_perc_id	%id. target C.savignyi gene identical to query gene	
csavignyi_homolog_perc_id_r1	%id. query gene identical to target C.savignyi gene	
csavignyi_homolog_wga_coverage	C.savignyi Whole-genome alignment coverage	
csavignyi_homolog_orthology_confidence	C.savignyi orthology confidence [0 low, 1 high]	
celegans_homolog_ensembl_gene	Caenorhabditis elegans (PRJNA13758) gene stable ID	
celegans_homolog_associated_gene_name	Caenorhabditis elegans (PRJNA13758) gene name	
celegans_homolog_ensembl_peptide	Caenorhabditis elegans (PRJNA13758) protein or transcript stable ID	
celegans_homolog_chromosome	Caenorhabditis elegans (PRJNA13758) chromosome/scaffold name	
celegans_homolog_chrom_start	Caenorhabditis elegans (PRJNA13758) chromosome/scaffold start (bp)	
celegans_homolog_chrom_end	Caenorhabditis elegans (PRJNA13758) chromosome/scaffold end (bp)	
celegans_homolog_canonical_transcript_protein	Query protein or transcript ID	
celegans_homolog_subtype	Last common ancestor with Caenorhabditis elegans (PRJNA13758)	
